Match Number,Round Number,Date,Location,Home Team,Away Team,Result
304,7,12/12/2023 03:30,Crypto.com Arena,LA Clippers,Portland Trail Blazers,
305,7,13/12/2023 00:30,TD Garden,Boston Celtics,Cleveland Cavaliers,
306,7,13/12/2023 00:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,
307,7,13/12/2023 01:00,United Center,Chicago Bulls,Denver Nuggets,
308,7,13/12/2023 03:00,Footprint Center,Phoenix Suns,Golden State Warriors,
309,7,13/12/2023 03:30,Crypto.com Arena,LA Clippers,Sacramento Kings,
310,7,14/12/2023 00:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,
311,7,14/12/2023 00:00,Capital One Arena,Washington Wizards,New Orleans Pelicans,
312,7,14/12/2023 00:30,Kaseya Center,Miami Heat,Charlotte Hornets,
313,7,14/12/2023 00:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,
314,7,14/12/2023 01:00,Toyota Center,Houston Rockets,Memphis Grizzlies,
315,7,14/12/2023 01:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,
316,7,14/12/2023 01:00,Frost Bank Center,San Antonio Spurs,Los Angeles Lakers,
317,7,14/12/2023 02:00,Footprint Center,Phoenix Suns,Brooklyn Nets,
318,7,14/12/2023 02:00,Delta Center,Utah Jazz,New York Knicks,
319,7,15/12/2023 00:30,TD Garden,Boston Celtics,Cleveland Cavaliers,
320,7,15/12/2023 00:30,Kaseya Center,Miami Heat,Chicago Bulls,
321,7,15/12/2023 01:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,
322,7,15/12/2023 02:00,Ball Arena,Denver Nuggets,Brooklyn Nets,
323,7,15/12/2023 03:00,Moda Center,Portland Trail Blazers,Utah Jazz,
324,7,15/12/2023 03:00,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,
325,7,15/12/2023 03:30,Crypto.com Arena,LA Clippers,Golden State Warriors,
326,7,16/12/2023 00:00,Spectrum Center,Charlotte Hornets,New Orleans Pelicans,
327,7,16/12/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,
328,7,16/12/2023 00:00,Capital One Arena,Washington Wizards,Indiana Pacers,
329,7,16/12/2023 00:30,TD Garden,Boston Celtics,Orlando Magic,
330,7,16/12/2023 00:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,
331,7,16/12/2023 00:30,Frost Bank Center,San Antonio Spurs,Los Angeles Lakers,
332,7,16/12/2023 01:00,FedExForum,Memphis Grizzlies,Houston Rockets,
333,7,16/12/2023 03:00,Footprint Center,Phoenix Suns,New York Knicks,
334,7,16/12/2023 23:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,
335,7,17/12/2023 00:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,
336,7,17/12/2023 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,
337,7,17/12/2023 01:00,Kaseya Center,Miami Heat,Chicago Bulls,
338,7,17/12/2023 01:00,Target Center,Minnesota Timberwolves,Indiana Pacers,
339,7,17/12/2023 01:30,Chase Center,Golden State Warriors,Brooklyn Nets,
340,7,17/12/2023 02:00,Ball Arena,Denver Nuggets,Oklahoma City Thunder,
341,7,17/12/2023 02:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,
342,7,17/12/2023 03:00,Golden 1 Center,Sacramento Kings,Utah Jazz,
343,7,17/12/2023 03:30,Crypto.com Arena,LA Clippers,New York Knicks,
344,7,17/12/2023 20:00,TD Garden,Boston Celtics,Orlando Magic,
345,7,17/12/2023 20:30,Frost Bank Center,San Antonio Spurs,New Orleans Pelicans,
346,7,18/12/2023 00:00,Fiserv Forum,Milwaukee Bucks,Houston Rockets,
347,7,18/12/2023 01:00,Footprint Center,Phoenix Suns,Washington Wizards,
348,7,18/12/2023 02:00,Moda Center,Portland Trail Blazers,Golden State Warriors,
349,8,19/12/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Houston Rockets,
350,8,19/12/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,LA Clippers,
351,8,19/12/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,
352,8,19/12/2023 00:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,
353,8,19/12/2023 00:30,Kaseya Center,Miami Heat,Minnesota Timberwolves,
354,8,19/12/2023 00:30,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,
355,8,19/12/2023 01:00,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
356,8,19/12/2023 02:00,Ball Arena,Denver Nuggets,Dallas Mavericks,
357,8,19/12/2023 02:00,Delta Center,Utah Jazz,Brooklyn Nets,
358,8,19/12/2023 03:00,Golden 1 Center,Sacramento Kings,Washington Wizards,
359,8,19/12/2023 03:30,Crypto.com Arena,Los Angeles Lakers,New York Knicks,
360,8,20/12/2023 00:30,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,
361,8,20/12/2023 01:00,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,
362,8,20/12/2023 03:00,Chase Center,Golden State Warriors,Boston Celtics,
363,8,20/12/2023 03:00,Moda Center,Portland Trail Blazers,Phoenix Suns,
364,8,21/12/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,
365,8,21/12/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Charlotte Hornets,
366,8,21/12/2023 00:00,Amway Center,Orlando Magic,Miami Heat,
367,8,21/12/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,
368,8,21/12/2023 00:30,Barclays Center,Brooklyn Nets,New York Knicks,
369,8,21/12/2023 00:30,Scotiabank Arena,Toronto Raptors,Denver Nuggets,
370,8,21/12/2023 01:00,United Center,Chicago Bulls,Los Angeles Lakers,
371,8,21/12/2023 01:00,Toyota Center,Houston Rockets,Atlanta Hawks,
372,8,21/12/2023 01:30,American Airlines Center,Dallas Mavericks,LA Clippers,
373,8,21/12/2023 03:00,Golden 1 Center,Sacramento Kings,Boston Celtics,
374,8,22/12/2023 00:00,Little Caesars Arena,Detroit Pistons,Utah Jazz,
375,8,22/12/2023 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New Orleans Pelicans,
376,8,22/12/2023 01:00,United Center,Chicago Bulls,San Antonio Spurs,
377,8,22/12/2023 01:00,FedExForum,Memphis Grizzlies,Indiana Pacers,
378,8,22/12/2023 01:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,
379,8,22/12/2023 01:00,Paycom Center,Oklahoma City Thunder,LA Clippers,
380,8,22/12/2023 02:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,
381,8,22/12/2023 03:00,Moda Center,Portland Trail Blazers,Washington Wizards,
382,8,23/12/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,
383,8,23/12/2023 00:30,Barclays Center,Brooklyn Nets,Denver Nuggets,
384,8,23/12/2023 01:00,Kaseya Center,Miami Heat,Atlanta Hawks,
385,8,23/12/2023 01:00,Toyota Center,Houston Rockets,Dallas Mavericks,
386,8,23/12/2023 03:00,Chase Center,Golden State Warriors,Washington Wizards,
387,8,23/12/2023 03:00,Golden 1 Center,Sacramento Kings,Phoenix Suns,
388,8,23/12/2023 17:30,Madison Square Garden,New York Knicks,Milwaukee Bucks,
389,8,23/12/2023 20:30,Crypto.com Arena,LA Clippers,Boston Celtics,
390,8,24/12/2023 00:00,Spectrum Center,Charlotte Hornets,Denver Nuggets,
391,8,24/12/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,
392,8,24/12/2023 00:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,
393,8,24/12/2023 00:30,State Farm Arena,Atlanta Hawks,Memphis Grizzlies,
394,8,24/12/2023 00:30,Barclays Center,Brooklyn Nets,Detroit Pistons,
395,8,24/12/2023 00:30,Scotiabank Arena,Toronto Raptors,Utah Jazz,
396,8,24/12/2023 01:00,United Center,Chicago Bulls,Cleveland Cavaliers,
397,8,24/12/2023 01:00,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,
398,8,24/12/2023 01:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,
399,8,24/12/2023 01:30,Chase Center,Golden State Warriors,Portland Trail Blazers,
400,8,24/12/2023 03:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,
401,9,25/12/2023 17:00,Madison Square Garden,New York Knicks,Milwaukee Bucks,
402,9,25/12/2023 19:30,Ball Arena,Denver Nuggets,Golden State Warriors,
403,9,25/12/2023 22:00,Crypto.com Arena,Los Angeles Lakers,Boston Celtics,
404,9,26/12/2023 01:00,Kaseya Center,Miami Heat,Philadelphia 76ers,
405,9,26/12/2023 03:30,Footprint Center,Phoenix Suns,Dallas Mavericks,
406,9,27/12/2023 00:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,
407,9,27/12/2023 00:00,Capital One Arena,Washington Wizards,Orlando Magic,
408,9,27/12/2023 01:00,United Center,Chicago Bulls,Atlanta Hawks,
409,9,27/12/2023 01:00,Toyota Center,Houston Rockets,Indiana Pacers,
410,9,27/12/2023 01:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,
411,9,27/12/2023 01:00,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,
412,9,27/12/2023 01:00,Frost Bank Center,San Antonio Spurs,Utah Jazz,
413,9,27/12/2023 03:00,Moda Center,Portland Trail Blazers,Sacramento Kings,
414,9,27/12/2023 03:30,Crypto.com Arena,LA Clippers,Charlotte Hornets,
415,9,28/12/2023 00:00,Amway Center,Orlando Magic,Philadelphia 76ers,
416,9,28/12/2023 00:00,Capital One Arena,Washington Wizards,Toronto Raptors,
417,9,28/12/2023 00:30,Barclays Center,Brooklyn Nets,Milwaukee Bucks,
418,9,28/12/2023 01:00,Toyota Center,Houston Rockets,Phoenix Suns,
419,9,28/12/2023 01:00,Paycom Center,Oklahoma City Thunder,New York Knicks,
420,9,28/12/2023 01:30,American Airlines Center,Dallas Mavericks,Cleveland Cavaliers,
421,9,29/12/2023 00:30,TD Garden,Boston Celtics,Detroit Pistons,
422,9,29/12/2023 01:00,United Center,Chicago Bulls,Indiana Pacers,
423,9,29/12/2023 01:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,
424,9,29/12/2023 01:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,
425,9,29/12/2023 02:00,Ball Arena,Denver Nuggets,Memphis Grizzlies,
426,9,29/12/2023 03:00,Chase Center,Golden State Warriors,Miami Heat,
427,9,29/12/2023 03:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,
428,9,29/12/2023 03:30,Crypto.com Arena,Los Angeles Lakers,Charlotte Hornets,
429,9,30/12/2023 00:00,Amway Center,Orlando Magic,New York Knicks,
430,9,30/12/2023 00:00,Capital One Arena,Washington Wizards,Brooklyn Nets,
431,9,30/12/2023 00:30,State Farm Arena,Atlanta Hawks,Sacramento Kings,
432,9,30/12/2023 00:30,TD Garden,Boston Celtics,Toronto Raptors,
433,9,30/12/2023 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,
434,9,30/12/2023 01:00,Toyota Center,Houston Rockets,Philadelphia 76ers,
435,9,30/12/2023 02:00,Ball Arena,Denver Nuggets,Oklahoma City Thunder,
436,9,30/12/2023 02:00,Footprint Center,Phoenix Suns,Charlotte Hornets,
437,9,30/12/2023 03:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,
438,9,30/12/2023 03:30,Crypto.com Arena,LA Clippers,Memphis Grizzlies,
439,9,30/12/2023 22:00,Delta Center,Utah Jazz,Miami Heat,
440,9,30/12/2023 23:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,
441,9,31/12/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,
442,9,31/12/2023 01:00,United Center,Chicago Bulls,Philadelphia 76ers,
443,9,31/12/2023 01:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,
444,9,31/12/2023 01:30,Chase Center,Golden State Warriors,Dallas Mavericks,
445,9,31/12/2023 20:00,Capital One Arena,Washington Wizards,Atlanta Hawks,
446,9,01/01/2024 00:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,
447,9,01/01/2024 00:00,Paycom Center,Oklahoma City Thunder,Brooklyn Nets,
448,9,01/01/2024 00:00,Frost Bank Center,San Antonio Spurs,Boston Celtics,
449,9,01/01/2024 01:00,FedExForum,Memphis Grizzlies,Sacramento Kings,
450,9,01/01/2024 01:00,Footprint Center,Phoenix Suns,Orlando Magic,
451,10,01/01/2024 20:00,Madison Square Garden,New York Knicks,Minnesota Timberwolves,
452,10,02/01/2024 00:30,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,
453,10,02/01/2024 01:00,Toyota Center,Houston Rockets,Detroit Pistons,
454,10,02/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,
455,10,02/01/2024 02:00,Ball Arena,Denver Nuggets,Charlotte Hornets,
456,10,02/01/2024 02:00,Footprint Center,Phoenix Suns,Portland Trail Blazers,
457,10,02/01/2024 02:00,Delta Center,Utah Jazz,Dallas Mavericks,
458,10,02/01/2024 03:30,Crypto.com Arena,LA Clippers,Miami Heat,
459,10,03/01/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,
460,10,03/01/2024 01:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,
461,10,03/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,Brooklyn Nets,
462,10,03/01/2024 01:00,Paycom Center,Oklahoma City Thunder,Boston Celtics,
463,10,03/01/2024 03:00,Chase Center,Golden State Warriors,Orlando Magic,
464,10,03/01/2024 03:00,Golden 1 Center,Sacramento Kings,Charlotte Hornets,
465,10,04/01/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,
466,10,04/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,
467,10,04/01/2024 00:30,State Farm Arena,Atlanta Hawks,Oklahoma City Thunder,
469,10,04/01/2024 01:00,Toyota Center,Houston Rockets,Brooklyn Nets,
470,10,04/01/2024 01:00,FedExForum,Memphis Grizzlies,Toronto Raptors,
471,10,04/01/2024 01:00,Target Center,Minnesota Timberwolves,New Orleans Pelicans,
468,10,04/01/2024 01:30,Madison Square Garden,New York Knicks,Chicago Bulls,
472,10,04/01/2024 01:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,
473,10,04/01/2024 02:00,Footprint Center,Phoenix Suns,LA Clippers,
474,10,04/01/2024 02:00,Delta Center,Utah Jazz,Detroit Pistons,
475,10,04/01/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Miami Heat,
476,10,04/01/2024 03:00,Golden 1 Center,Sacramento Kings,Orlando Magic,
477,10,05/01/2024 00:30,Frost Bank Center,San Antonio Spurs,Milwaukee Bucks,
478,10,05/01/2024 03:00,Chase Center,Golden State Warriors,Denver Nuggets,
479,10,06/01/2024 00:00,TD Garden,Boston Celtics,Utah Jazz,
480,10,06/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Atlanta Hawks,
481,10,06/01/2024 00:30,Barclays Center,Brooklyn Nets,Oklahoma City Thunder,
482,10,06/01/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,
483,10,06/01/2024 00:30,Wells Fargo Center,Philadelphia 76ers,New York Knicks,
484,10,06/01/2024 01:00,United Center,Chicago Bulls,Charlotte Hornets,
485,10,06/01/2024 01:00,Toyota Center,Houston Rockets,Minnesota Timberwolves,
486,10,06/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,LA Clippers,
487,10,06/01/2024 01:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,
488,10,06/01/2024 02:00,Ball Arena,Denver Nuggets,Orlando Magic,
489,10,06/01/2024 02:00,Footprint Center,Phoenix Suns,Miami Heat,
490,10,06/01/2024 03:00,Chase Center,Golden State Warriors,Detroit Pistons,
491,10,06/01/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,
492,10,06/01/2024 03:00,Golden 1 Center,Sacramento Kings,Toronto Raptors,
493,10,07/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Boston Celtics,
494,10,07/01/2024 00:00,Capital One Arena,Washington Wizards,New York Knicks,
495,10,07/01/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Utah Jazz,
496,10,07/01/2024 01:00,Toyota Center,Houston Rockets,Milwaukee Bucks,
497,10,07/01/2024 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,San Antonio Spurs,
498,10,07/01/2024 20:00,Barclays Center,Brooklyn Nets,Portland Trail Blazers,
499,10,07/01/2024 23:00,Amway Center,Orlando Magic,Atlanta Hawks,
500,10,07/01/2024 23:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,
501,10,08/01/2024 00:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,
502,10,08/01/2024 01:00,Ball Arena,Denver Nuggets,Detroit Pistons,
503,10,08/01/2024 01:00,Footprint Center,Phoenix Suns,Memphis Grizzlies,
504,10,08/01/2024 01:30,Chase Center,Golden State Warriors,Toronto Raptors,
505,10,08/01/2024 02:30,Crypto.com Arena,Los Angeles Lakers,LA Clippers,
506,11,09/01/2024 00:00,Spectrum Center,Charlotte Hornets,Chicago Bulls,
507,11,09/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Boston Celtics,
508,11,09/01/2024 00:00,Capital One Arena,Washington Wizards,Oklahoma City Thunder,
509,11,09/01/2024 00:30,Kaseya Center,Miami Heat,Houston Rockets,
510,11,09/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,Utah Jazz,
511,11,09/01/2024 03:30,Crypto.com Arena,LA Clippers,Phoenix Suns,
512,11,10/01/2024 00:00,Little Caesars Arena,Detroit Pistons,Sacramento Kings,
513,11,10/01/2024 00:00,Amway Center,Orlando Magic,Minnesota Timberwolves,
514,11,10/01/2024 00:30,Madison Square Garden,New York Knicks,Portland Trail Blazers,
515,11,10/01/2024 01:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,
516,11,10/01/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Toronto Raptors,
517,11,11/01/2024 00:00,TD Garden,Boston Celtics,Minnesota Timberwolves,
518,11,11/01/2024 00:00,Spectrum Center,Charlotte Hornets,Sacramento Kings,
519,11,11/01/2024 00:00,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,
520,11,11/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,
521,11,11/01/2024 00:30,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,
522,11,11/01/2024 00:30,Kaseya Center,Miami Heat,Oklahoma City Thunder,
523,11,11/01/2024 01:00,United Center,Chicago Bulls,Houston Rockets,
525,11,11/01/2024 01:30,Chase Center,Golden State Warriors,New Orleans Pelicans,
524,11,11/01/2024 03:00,Delta Center,Utah Jazz,Denver Nuggets,
526,11,11/01/2024 03:30,Crypto.com Arena,LA Clippers,Toronto Raptors,
527,11,11/01/2024 19:00,Accor Arena,Cleveland Cavaliers,Brooklyn Nets,
528,11,12/01/2024 00:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,
529,11,12/01/2024 01:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,
530,11,12/01/2024 01:30,American Airlines Center,Dallas Mavericks,New York Knicks,
531,11,12/01/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Phoenix Suns,
532,11,13/01/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Sacramento Kings,
533,11,13/01/2024 00:30,State Farm Arena,Atlanta Hawks,Indiana Pacers,
534,11,13/01/2024 00:30,Little Caesars Arena,Detroit Pistons,Houston Rockets,
535,11,13/01/2024 01:00,Kaseya Center,Miami Heat,Orlando Magic,
536,11,13/01/2024 01:00,United Center,Chicago Bulls,Golden State Warriors,
537,11,13/01/2024 01:00,FedExForum,Memphis Grizzlies,LA Clippers,
538,11,13/01/2024 01:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,
539,11,13/01/2024 02:00,Ball Arena,Denver Nuggets,New Orleans Pelicans,
540,11,13/01/2024 02:30,Delta Center,Utah Jazz,Toronto Raptors,
541,11,13/01/2024 03:00,Frost Bank Center,San Antonio Spurs,Charlotte Hornets,
542,11,14/01/2024 00:00,TD Garden,Boston Celtics,Houston Rockets,
543,11,14/01/2024 00:30,State Farm Arena,Atlanta Hawks,Washington Wizards,
544,11,14/01/2024 01:00,FedExForum,Memphis Grizzlies,New York Knicks,
545,11,14/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,Golden State Warriors,
546,11,14/01/2024 01:00,Paycom Center,Oklahoma City Thunder,Orlando Magic,
547,11,14/01/2024 01:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,
548,11,14/01/2024 01:30,Frost Bank Center,San Antonio Spurs,Chicago Bulls,
549,11,14/01/2024 02:30,Delta Center,Utah Jazz,Los Angeles Lakers,
550,11,14/01/2024 20:30,Ball Arena,Denver Nuggets,Indiana Pacers,
551,11,14/01/2024 23:00,Kaseya Center,Miami Heat,Charlotte Hornets,
552,11,15/01/2024 00:00,Fiserv Forum,Milwaukee Bucks,Sacramento Kings,
553,11,15/01/2024 00:00,Target Center,Minnesota Timberwolves,LA Clippers,
554,11,15/01/2024 02:00,Moda Center,Portland Trail Blazers,Phoenix Suns,
555,12,15/01/2024 18:00,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,
556,12,15/01/2024 19:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,
557,12,15/01/2024 20:00,Madison Square Garden,New York Knicks,Orlando Magic,
558,12,15/01/2024 20:00,Capital One Arena,Washington Wizards,Detroit Pistons,
559,12,15/01/2024 20:30,State Farm Arena,Atlanta Hawks,San Antonio Spurs,
560,12,15/01/2024 23:00,FedExForum,Memphis Grizzlies,Golden State Warriors,
561,12,16/01/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,
562,12,16/01/2024 00:30,Barclays Center,Brooklyn Nets,Miami Heat,
563,12,16/01/2024 00:30,Scotiabank Arena,Toronto Raptors,Boston Celtics,
564,12,16/01/2024 02:00,Delta Center,Utah Jazz,Indiana Pacers,
565,12,16/01/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,
566,12,17/01/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Denver Nuggets,
567,12,17/01/2024 02:00,Footprint Center,Phoenix Suns,Sacramento Kings,
568,12,17/01/2024 03:00,Crypto.com Arena,LA Clippers,Oklahoma City Thunder,
569,12,18/01/2024 00:00,Little Caesars Arena,Detroit Pistons,Minnesota Timberwolves,
570,12,18/01/2024 00:30,State Farm Arena,Atlanta Hawks,Orlando Magic,
571,12,18/01/2024 00:30,TD Garden,Boston Celtics,San Antonio Spurs,
572,12,18/01/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,
573,12,18/01/2024 00:30,Madison Square Garden,New York Knicks,Houston Rockets,
574,12,18/01/2024 00:30,Scotiabank Arena,Toronto Raptors,Miami Heat,
575,12,18/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,Charlotte Hornets,
577,12,18/01/2024 01:30,Crypto.com Arena,Los Angeles Lakers,Dallas Mavericks,
576,12,18/01/2024 02:00,Delta Center,Utah Jazz,Golden State Warriors,
578,12,18/01/2024 03:00,Moda Center,Portland Trail Blazers,Brooklyn Nets,
579,12,19/01/2024 00:30,Madison Square Garden,New York Knicks,Washington Wizards,
580,12,19/01/2024 00:30,Scotiabank Arena,Toronto Raptors,Chicago Bulls,
581,12,19/01/2024 02:00,Delta Center,Utah Jazz,Oklahoma City Thunder,
582,12,19/01/2024 03:00,Target Center,Minnesota Timberwolves,Memphis Grizzlies,
583,12,19/01/2024 03:00,Golden 1 Center,Sacramento Kings,Indiana Pacers,
584,12,20/01/2024 00:00,Spectrum Center,Charlotte Hornets,San Antonio Spurs,
585,12,20/01/2024 00:00,Amway Center,Orlando Magic,Philadelphia 76ers,
586,12,20/01/2024 00:30,TD Garden,Boston Celtics,Denver Nuggets,
587,12,20/01/2024 01:00,Kaseya Center,Miami Heat,Atlanta Hawks,
588,12,20/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,
589,12,20/01/2024 03:00,Chase Center,Golden State Warriors,Dallas Mavericks,
590,12,20/01/2024 03:00,Moda Center,Portland Trail Blazers,Indiana Pacers,
591,12,20/01/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Brooklyn Nets,
592,12,20/01/2024 20:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
593,12,21/01/2024 00:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,
594,12,21/01/2024 00:00,Capital One Arena,Washington Wizards,San Antonio Spurs,
595,12,21/01/2024 00:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,
596,12,21/01/2024 00:30,Madison Square Garden,New York Knicks,Toronto Raptors,
597,12,21/01/2024 01:00,United Center,Chicago Bulls,Memphis Grizzlies,
598,12,21/01/2024 01:00,Toyota Center,Houston Rockets,Utah Jazz,
599,12,21/01/2024 01:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,
600,12,21/01/2024 20:30,Crypto.com Arena,LA Clippers,Brooklyn Nets,
601,12,21/01/2024 23:00,Amway Center,Orlando Magic,Miami Heat,
602,12,21/01/2024 23:00,Capital One Arena,Washington Wizards,Denver Nuggets,
603,12,22/01/2024 00:00,Toyota Center,Houston Rockets,Boston Celtics,
604,12,22/01/2024 01:00,Footprint Center,Phoenix Suns,Indiana Pacers,
