Match Number,Round Number,Date,Location,Home Team,Away Team,Result
605,12,22/01/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,
606,13,23/01/2024 00:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
607,13,23/01/2024 00:00,Amway Center,Orlando Magic,Cleveland Cavaliers,
608,13,23/01/2024 00:00,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,
609,13,23/01/2024 00:30,Scotiabank Arena,Toronto Raptors,Memphis Grizzlies,
610,13,23/01/2024 01:00,Target Center,Minnesota Timberwolves,Charlotte Hornets,
611,13,23/01/2024 01:30,American Airlines Center,Dallas Mavericks,Boston Celtics,
612,13,23/01/2024 02:00,Footprint Center,Phoenix Suns,Chicago Bulls,
613,13,23/01/2024 03:00,Golden 1 Center,Sacramento Kings,Atlanta Hawks,
614,13,24/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Denver Nuggets,
615,13,24/01/2024 00:30,Barclays Center,Brooklyn Nets,New York Knicks,
616,13,24/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,
617,13,24/01/2024 01:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,
618,13,24/01/2024 03:00,Crypto.com Arena,LA Clippers,Los Angeles Lakers,
619,13,25/01/2024 00:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
620,13,25/01/2024 00:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,
621,13,25/01/2024 00:30,Kaseya Center,Miami Heat,Memphis Grizzlies,
623,13,25/01/2024 01:00,Toyota Center,Houston Rockets,Portland Trail Blazers,
624,13,25/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,
622,13,25/01/2024 01:30,Frost Bank Center,San Antonio Spurs,Oklahoma City Thunder,
625,13,25/01/2024 02:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,
626,13,25/01/2024 03:00,Chase Center,Golden State Warriors,Atlanta Hawks,
627,13,26/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,
628,13,26/01/2024 00:00,Capital One Arena,Washington Wizards,Utah Jazz,
629,13,26/01/2024 00:30,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,
630,13,26/01/2024 00:30,Kaseya Center,Miami Heat,Boston Celtics,
631,13,26/01/2024 00:30,Madison Square Garden,New York Knicks,Denver Nuggets,
632,13,26/01/2024 03:00,Chase Center,Golden State Warriors,Sacramento Kings,
633,13,26/01/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Chicago Bulls,
634,13,27/01/2024 00:00,State Farm Arena,Atlanta Hawks,Dallas Mavericks,
635,13,27/01/2024 00:00,Spectrum Center,Charlotte Hornets,Houston Rockets,
636,13,27/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Phoenix Suns,
637,13,27/01/2024 00:30,Scotiabank Arena,Toronto Raptors,LA Clippers,
638,13,27/01/2024 01:00,FedExForum,Memphis Grizzlies,Orlando Magic,
639,13,27/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,
640,13,27/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
641,13,27/01/2024 02:30,Frost Bank Center,San Antonio Spurs,Portland Trail Blazers,
642,13,27/01/2024 17:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,
643,13,27/01/2024 20:00,Madison Square Garden,New York Knicks,Miami Heat,
644,13,27/01/2024 22:30,Ball Arena,Denver Nuggets,Philadelphia 76ers,
645,13,27/01/2024 23:00,Barclays Center,Brooklyn Nets,Houston Rockets,
646,13,28/01/2024 00:00,TD Garden,Boston Celtics,LA Clippers,
647,13,28/01/2024 00:00,Spectrum Center,Charlotte Hornets,Utah Jazz,
648,13,28/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,
649,13,28/01/2024 01:30,Frost Bank Center,San Antonio Spurs,Minnesota Timberwolves,
650,13,28/01/2024 01:30,Chase Center,Golden State Warriors,Los Angeles Lakers,
651,13,28/01/2024 02:00,American Airlines Center,Dallas Mavericks,Sacramento Kings,
652,13,28/01/2024 20:30,Gainbridge Fieldhouse,Indiana Pacers,Memphis Grizzlies,
653,13,28/01/2024 23:00,State Farm Arena,Atlanta Hawks,Toronto Raptors,
654,13,28/01/2024 23:00,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,
655,13,28/01/2024 23:00,Amway Center,Orlando Magic,Phoenix Suns,
656,13,29/01/2024 02:00,Moda Center,Portland Trail Blazers,Chicago Bulls,
657,14,30/01/2024 00:00,Spectrum Center,Charlotte Hornets,New York Knicks,
658,14,30/01/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,LA Clippers,
659,14,30/01/2024 00:30,TD Garden,Boston Celtics,New Orleans Pelicans,
660,14,30/01/2024 00:30,Barclays Center,Brooklyn Nets,Utah Jazz,
661,14,30/01/2024 00:30,Kaseya Center,Miami Heat,Phoenix Suns,
662,14,30/01/2024 01:00,Toyota Center,Houston Rockets,Los Angeles Lakers,
663,14,30/01/2024 01:00,FedExForum,Memphis Grizzlies,Sacramento Kings,
664,14,30/01/2024 01:00,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,
665,14,30/01/2024 01:00,Frost Bank Center,San Antonio Spurs,Washington Wizards,
666,14,30/01/2024 01:30,American Airlines Center,Dallas Mavericks,Orlando Magic,
667,14,30/01/2024 02:00,Ball Arena,Denver Nuggets,Milwaukee Bucks,
668,14,30/01/2024 03:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,
669,14,31/01/2024 00:30,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,
670,14,31/01/2024 00:30,TD Garden,Boston Celtics,Indiana Pacers,
671,14,31/01/2024 00:30,Madison Square Garden,New York Knicks,Utah Jazz,
672,14,31/01/2024 01:00,United Center,Chicago Bulls,Toronto Raptors,
673,14,31/01/2024 03:00,Chase Center,Golden State Warriors,Philadelphia 76ers,
674,14,01/02/2024 00:00,Spectrum Center,Charlotte Hornets,Chicago Bulls,
675,14,01/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,
676,14,01/02/2024 00:00,Capital One Arena,Washington Wizards,LA Clippers,
678,14,01/02/2024 00:30,Kaseya Center,Miami Heat,Sacramento Kings,
679,14,01/02/2024 01:00,Toyota Center,Houston Rockets,New Orleans Pelicans,
680,14,01/02/2024 01:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,
681,14,01/02/2024 01:00,Frost Bank Center,San Antonio Spurs,Orlando Magic,
682,14,01/02/2024 01:00,Paycom Center,Oklahoma City Thunder,Denver Nuggets,
677,14,01/02/2024 01:30,Barclays Center,Brooklyn Nets,Phoenix Suns,
683,14,01/02/2024 03:00,Moda Center,Portland Trail Blazers,Milwaukee Bucks,
684,14,02/02/2024 00:30,TD Garden,Boston Celtics,Los Angeles Lakers,
685,14,02/02/2024 00:30,Madison Square Garden,New York Knicks,Indiana Pacers,
686,14,02/02/2024 02:00,Delta Center,Utah Jazz,Philadelphia 76ers,
687,14,02/02/2024 03:00,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,
688,14,03/02/2024 00:00,Little Caesars Arena,Detroit Pistons,LA Clippers,
689,14,03/02/2024 00:00,Capital One Arena,Washington Wizards,Miami Heat,
690,14,03/02/2024 00:30,State Farm Arena,Atlanta Hawks,Phoenix Suns,
691,14,03/02/2024 00:30,Gainbridge Fieldhouse,Indiana Pacers,Sacramento Kings,
692,14,03/02/2024 01:00,Toyota Center,Houston Rockets,Toronto Raptors,
693,14,03/02/2024 01:00,FedExForum,Memphis Grizzlies,Golden State Warriors,
694,14,03/02/2024 01:00,Target Center,Minnesota Timberwolves,Orlando Magic,
695,14,03/02/2024 01:00,Paycom Center,Oklahoma City Thunder,Charlotte Hornets,
696,14,03/02/2024 01:00,Frost Bank Center,San Antonio Spurs,New Orleans Pelicans,
697,14,03/02/2024 02:00,Ball Arena,Denver Nuggets,Portland Trail Blazers,
698,14,03/02/2024 23:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,
699,14,04/02/2024 00:30,State Farm Arena,Atlanta Hawks,Golden State Warriors,
700,14,04/02/2024 01:00,United Center,Chicago Bulls,Sacramento Kings,
701,14,04/02/2024 01:30,Madison Square Garden,New York Knicks,Los Angeles Lakers,
702,14,04/02/2024 01:30,American Airlines Center,Dallas Mavericks,Milwaukee Bucks,
703,14,04/02/2024 01:30,Frost Bank Center,San Antonio Spurs,Cleveland Cavaliers,
704,14,04/02/2024 20:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,
705,14,04/02/2024 20:30,Capital One Arena,Washington Wizards,Phoenix Suns,
706,14,04/02/2024 23:00,TD Garden,Boston Celtics,Memphis Grizzlies,
707,14,04/02/2024 23:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,
708,14,04/02/2024 23:00,Kaseya Center,Miami Heat,LA Clippers,
709,14,05/02/2024 00:00,Target Center,Minnesota Timberwolves,Houston Rockets,
710,14,05/02/2024 00:00,Paycom Center,Oklahoma City Thunder,Toronto Raptors,
711,14,05/02/2024 01:00,Delta Center,Utah Jazz,Milwaukee Bucks,
712,14,05/02/2024 01:30,Ball Arena,Denver Nuggets,Portland Trail Blazers,
713,15,06/02/2024 00:00,Spectrum Center,Charlotte Hornets,Los Angeles Lakers,
714,15,06/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Sacramento Kings,
715,15,06/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Dallas Mavericks,
716,15,06/02/2024 00:30,State Farm Arena,Atlanta Hawks,LA Clippers,
717,15,06/02/2024 00:30,Barclays Center,Brooklyn Nets,Golden State Warriors,
718,15,06/02/2024 01:00,Smoothie King Center,New Orleans Pelicans,Toronto Raptors,
719,15,07/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Houston Rockets,
720,15,07/02/2024 00:30,Barclays Center,Brooklyn Nets,Dallas Mavericks,
721,15,07/02/2024 00:30,Kaseya Center,Miami Heat,Orlando Magic,
722,15,07/02/2024 00:30,Madison Square Garden,New York Knicks,Memphis Grizzlies,
723,15,07/02/2024 01:00,United Center,Chicago Bulls,Minnesota Timberwolves,
724,15,07/02/2024 02:00,Delta Center,Utah Jazz,Oklahoma City Thunder,
725,15,07/02/2024 03:00,Footprint Center,Phoenix Suns,Milwaukee Bucks,
726,15,08/02/2024 00:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,
727,15,08/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,
728,15,08/02/2024 00:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,
729,15,08/02/2024 00:30,TD Garden,Boston Celtics,Atlanta Hawks,
730,15,08/02/2024 00:30,Kaseya Center,Miami Heat,San Antonio Spurs,
731,15,08/02/2024 03:00,Crypto.com Arena,LA Clippers,New Orleans Pelicans,
732,15,08/02/2024 03:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,
733,15,09/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Golden State Warriors,
734,15,09/02/2024 00:00,Amway Center,Orlando Magic,San Antonio Spurs,
735,15,09/02/2024 00:30,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,
736,15,09/02/2024 00:30,Madison Square Garden,New York Knicks,Dallas Mavericks,
737,15,09/02/2024 01:00,FedExForum,Memphis Grizzlies,Chicago Bulls,
738,15,09/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,
739,15,09/02/2024 02:00,Footprint Center,Phoenix Suns,Utah Jazz,
740,15,09/02/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,
741,15,09/02/2024 03:00,Moda Center,Portland Trail Blazers,Detroit Pistons,
742,15,10/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,
743,15,10/02/2024 00:30,TD Garden,Boston Celtics,Washington Wizards,
744,15,10/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Houston Rockets,
745,15,10/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,
746,15,10/02/2024 03:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,
747,15,10/02/2024 03:30,Crypto.com Arena,Los Angeles Lakers,New Orleans Pelicans,
748,15,10/02/2024 20:00,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,
749,15,10/02/2024 20:30,Crypto.com Arena,LA Clippers,Detroit Pistons,
750,15,10/02/2024 23:00,Barclays Center,Brooklyn Nets,San Antonio Spurs,
751,15,11/02/2024 00:00,Spectrum Center,Charlotte Hornets,Memphis Grizzlies,
752,15,11/02/2024 00:00,Amway Center,Orlando Magic,Chicago Bulls,
753,15,11/02/2024 00:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,
754,15,11/02/2024 00:30,State Farm Arena,Atlanta Hawks,Houston Rockets,
755,15,11/02/2024 00:30,Madison Square Garden,New York Knicks,Indiana Pacers,
756,15,11/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,
757,15,11/02/2024 01:30,Chase Center,Golden State Warriors,Phoenix Suns,
758,15,11/02/2024 03:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,
759,15,11/02/2024 19:00,Kaseya Center,Miami Heat,Boston Celtics,
760,15,11/02/2024 20:00,Paycom Center,Oklahoma City Thunder,Sacramento Kings,
761,16,13/02/2024 00:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,
762,16,13/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,
763,16,13/02/2024 00:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,
764,16,13/02/2024 00:30,Scotiabank Arena,Toronto Raptors,San Antonio Spurs,
765,16,13/02/2024 01:00,Toyota Center,Houston Rockets,New York Knicks,
766,16,13/02/2024 01:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,
767,16,13/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Denver Nuggets,
768,16,13/02/2024 01:30,American Airlines Center,Dallas Mavericks,Washington Wizards,
769,16,13/02/2024 02:00,Delta Center,Utah Jazz,Golden State Warriors,
770,16,13/02/2024 03:30,Crypto.com Arena,LA Clippers,Minnesota Timberwolves,
771,16,14/02/2024 00:30,Barclays Center,Brooklyn Nets,Boston Celtics,
772,16,14/02/2024 00:30,Amway Center,Orlando Magic,Oklahoma City Thunder,
773,16,14/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Miami Heat,
774,16,14/02/2024 03:00,Footprint Center,Phoenix Suns,Sacramento Kings,
775,16,14/02/2024 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,
776,16,14/02/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Detroit Pistons,
777,16,15/02/2024 00:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,
778,16,15/02/2024 00:00,Amway Center,Orlando Magic,New York Knicks,
779,16,15/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,
780,16,15/02/2024 00:30,TD Garden,Boston Celtics,Brooklyn Nets,
781,16,15/02/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,
782,16,15/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,
783,16,15/02/2024 01:00,FedExForum,Memphis Grizzlies,Houston Rockets,
784,16,15/02/2024 01:00,Smoothie King Center,New Orleans Pelicans,Washington Wizards,
785,16,15/02/2024 01:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,
786,16,15/02/2024 02:00,Ball Arena,Denver Nuggets,Sacramento Kings,
787,16,15/02/2024 02:00,Footprint Center,Phoenix Suns,Detroit Pistons,
788,16,15/02/2024 02:00,Delta Center,Utah Jazz,Los Angeles Lakers,
789,16,15/02/2024 03:00,Chase Center,Golden State Warriors,LA Clippers,
790,16,16/02/2024 01:30,FedExForum,Memphis Grizzlies,Milwaukee Bucks,
791,16,16/02/2024 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,
792,17,23/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,
793,17,23/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,
794,17,23/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,
795,17,23/02/2024 00:00,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,
796,17,23/02/2024 00:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,
797,17,23/02/2024 01:00,United Center,Chicago Bulls,Boston Celtics,
798,17,23/02/2024 01:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,
799,17,23/02/2024 01:00,Paycom Center,Oklahoma City Thunder,LA Clippers,
800,17,23/02/2024 02:00,Ball Arena,Denver Nuggets,Washington Wizards,
801,17,23/02/2024 02:00,Delta Center,Utah Jazz,Charlotte Hornets,
802,17,23/02/2024 03:00,Chase Center,Golden State Warriors,Los Angeles Lakers,
803,17,23/02/2024 03:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,
804,17,24/02/2024 00:30,State Farm Arena,Atlanta Hawks,Toronto Raptors,
805,17,24/02/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,
806,17,24/02/2024 01:00,Toyota Center,Houston Rockets,Phoenix Suns,
807,17,24/02/2024 01:00,FedExForum,Memphis Grizzlies,LA Clippers,
808,17,24/02/2024 01:00,Target Center,Minnesota Timberwolves,Milwaukee Bucks,
809,17,24/02/2024 01:00,Paycom Center,Oklahoma City Thunder,Washington Wizards,
810,17,24/02/2024 03:00,Smoothie King Center,New Orleans Pelicans,Miami Heat,
811,17,24/02/2024 03:00,Chase Center,Golden State Warriors,Charlotte Hornets,
812,17,24/02/2024 03:00,Moda Center,Portland Trail Blazers,Denver Nuggets,
813,17,24/02/2024 03:30,Crypto.com Arena,Los Angeles Lakers,San Antonio Spurs,
814,17,25/02/2024 01:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,
815,17,25/02/2024 01:00,Target Center,Minnesota Timberwolves,Brooklyn Nets,
816,17,25/02/2024 01:30,Madison Square Garden,New York Knicks,Boston Celtics,
817,17,25/02/2024 18:00,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,
818,17,25/02/2024 20:30,Footprint Center,Phoenix Suns,Los Angeles Lakers,
819,17,25/02/2024 22:00,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,
820,17,25/02/2024 23:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,
821,17,26/02/2024 00:00,State Farm Arena,Atlanta Hawks,Orlando Magic,
822,17,26/02/2024 00:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,
823,17,26/02/2024 00:00,Smoothie King Center,New Orleans Pelicans,Chicago Bulls,
824,17,26/02/2024 00:00,Chase Center,Golden State Warriors,Denver Nuggets,
825,17,26/02/2024 01:00,Delta Center,Utah Jazz,San Antonio Spurs,
826,17,26/02/2024 02:00,Moda Center,Portland Trail Blazers,Charlotte Hornets,
827,17,26/02/2024 02:30,Crypto.com Arena,LA Clippers,Sacramento Kings,
828,18,27/02/2024 00:00,Little Caesars Arena,Detroit Pistons,New York Knicks,
829,18,27/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,
830,18,27/02/2024 01:00,FedExForum,Memphis Grizzlies,Brooklyn Nets,
831,18,27/02/2024 03:00,Golden 1 Center,Sacramento Kings,Miami Heat,
832,18,28/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Dallas Mavericks,
833,18,28/02/2024 00:00,Amway Center,Orlando Magic,Brooklyn Nets,
834,18,28/02/2024 00:00,Capital One Arena,Washington Wizards,Golden State Warriors,
835,18,28/02/2024 00:30,State Farm Arena,Atlanta Hawks,Utah Jazz,
836,18,28/02/2024 00:30,TD Garden,Boston Celtics,Philadelphia 76ers,
837,18,28/02/2024 00:30,Madison Square Garden,New York Knicks,New Orleans Pelicans,
838,18,28/02/2024 00:30,Target Center,Minnesota Timberwolves,San Antonio Spurs,
839,18,28/02/2024 01:00,United Center,Chicago Bulls,Detroit Pistons,
840,18,28/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,
841,18,28/02/2024 01:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,
842,18,28/02/2024 03:00,Moda Center,Portland Trail Blazers,Miami Heat,
843,18,29/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,
844,18,29/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Dallas Mavericks,
845,18,29/02/2024 00:30,Target Center,Minnesota Timberwolves,Memphis Grizzlies,
846,18,29/02/2024 01:00,United Center,Chicago Bulls,Cleveland Cavaliers,
847,18,29/02/2024 02:00,Ball Arena,Denver Nuggets,Sacramento Kings,
848,18,29/02/2024 03:00,Crypto.com Arena,LA Clippers,Los Angeles Lakers,
849,18,01/03/2024 00:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,
850,18,01/03/2024 00:00,Amway Center,Orlando Magic,Utah Jazz,
851,18,01/03/2024 00:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,
852,18,01/03/2024 00:30,Madison Square Garden,New York Knicks,Golden State Warriors,
853,18,01/03/2024 01:30,Frost Bank Center,San Antonio Spurs,Oklahoma City Thunder,
854,18,01/03/2024 02:00,Footprint Center,Phoenix Suns,Houston Rockets,
855,18,01/03/2024 03:00,Ball Arena,Denver Nuggets,Miami Heat,
856,18,01/03/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Washington Wizards,
857,18,02/03/2024 00:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,
858,18,02/03/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,
859,18,02/03/2024 00:30,TD Garden,Boston Celtics,Dallas Mavericks,
860,18,02/03/2024 00:30,Scotiabank Arena,Toronto Raptors,Golden State Warriors,
861,18,02/03/2024 01:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,
862,18,02/03/2024 01:00,Target Center,Minnesota Timberwolves,Sacramento Kings,
863,18,02/03/2024 01:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,
864,18,02/03/2024 03:00,United Center,Chicago Bulls,Milwaukee Bucks,
865,18,02/03/2024 03:30,Crypto.com Arena,LA Clippers,Washington Wizards,
866,18,02/03/2024 20:00,Barclays Center,Brooklyn Nets,Atlanta Hawks,
867,18,02/03/2024 22:00,Kaseya Center,Miami Heat,Utah Jazz,
868,18,03/03/2024 01:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,
869,18,03/03/2024 01:30,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,
870,18,03/03/2024 02:00,Footprint Center,Phoenix Suns,Houston Rockets,
871,18,03/03/2024 18:00,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,
872,18,03/03/2024 20:30,TD Garden,Boston Celtics,Golden State Warriors,
873,18,03/03/2024 20:30,Target Center,Minnesota Timberwolves,LA Clippers,
874,18,03/03/2024 23:00,Amway Center,Orlando Magic,Detroit Pistons,
875,18,03/03/2024 23:00,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,
876,18,04/03/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,
877,18,04/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Indiana Pacers,
878,18,04/03/2024 02:30,Footprint Center,Phoenix Suns,Oklahoma City Thunder,
879,19,05/03/2024 00:30,Barclays Center,Brooklyn Nets,Memphis Grizzlies,
880,19,05/03/2024 01:00,Fiserv Forum,Milwaukee Bucks,LA Clippers,
881,19,05/03/2024 01:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,
882,19,05/03/2024 02:00,Delta Center,Utah Jazz,Washington Wizards,
883,19,05/03/2024 03:00,Golden 1 Center,Sacramento Kings,Chicago Bulls,
884,19,05/03/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,
885,19,06/03/2024 00:00,Spectrum Center,Charlotte Hornets,Orlando Magic,
886,19,06/03/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,
887,19,06/03/2024 00:30,Barclays Center,Brooklyn Nets,Philadelphia 76ers,
888,19,06/03/2024 00:30,Kaseya Center,Miami Heat,Detroit Pistons,
889,19,06/03/2024 00:30,Madison Square Garden,New York Knicks,Atlanta Hawks,
890,19,06/03/2024 00:30,Scotiabank Arena,Toronto Raptors,New Orleans Pelicans,
891,19,06/03/2024 01:00,Toyota Center,Houston Rockets,San Antonio Spurs,
892,19,06/03/2024 01:30,American Airlines Center,Dallas Mavericks,Indiana Pacers,
893,19,06/03/2024 03:00,Ball Arena,Denver Nuggets,Phoenix Suns,
894,19,07/03/2024 00:00,Capital One Arena,Washington Wizards,Orlando Magic,
895,19,07/03/2024 00:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,
896,19,07/03/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,
897,19,07/03/2024 01:00,Toyota Center,Houston Rockets,LA Clippers,
898,19,07/03/2024 02:00,Delta Center,Utah Jazz,Chicago Bulls,
899,19,07/03/2024 03:00,Chase Center,Golden State Warriors,Milwaukee Bucks,
900,19,07/03/2024 03:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,
901,19,07/03/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,
902,19,08/03/2024 00:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,
