Match Number,Round Number,Date,Location,Home Team,Away Team,Result
903,19,08/03/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Minnesota Timberwolves,
904,19,08/03/2024 00:30,American Airlines Center,Dallas Mavericks,Miami Heat,
905,19,08/03/2024 02:00,Footprint Center,Phoenix Suns,Toronto Raptors,
906,19,08/03/2024 03:00,Ball Arena,Denver Nuggets,Boston Celtics,
907,19,08/03/2024 03:00,Chase Center,Golden State Warriors,Chicago Bulls,
908,19,08/03/2024 03:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,
909,19,09/03/2024 00:00,Wells Fargo Center,Philadelphia 76ers,New Orleans Pelicans,
910,19,09/03/2024 00:00,Capital One Arena,Washington Wizards,Charlotte Hornets,
911,19,09/03/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Minnesota Timberwolves,
912,19,09/03/2024 00:30,Madison Square Garden,New York Knicks,Orlando Magic,
913,19,09/03/2024 00:30,FedExForum,Memphis Grizzlies,Atlanta Hawks,
914,19,09/03/2024 01:00,Paycom Center,Oklahoma City Thunder,Miami Heat,
915,19,09/03/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Milwaukee Bucks,
916,19,09/03/2024 03:00,Moda Center,Portland Trail Blazers,Houston Rockets,
917,19,09/03/2024 21:00,Crypto.com Arena,LA Clippers,Chicago Bulls,
918,19,10/03/2024 00:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,
919,19,10/03/2024 00:00,Little Caesars Arena,Detroit Pistons,Dallas Mavericks,
920,19,10/03/2024 01:30,Footprint Center,Phoenix Suns,Boston Celtics,
921,19,10/03/2024 01:30,Chase Center,Golden State Warriors,San Antonio Spurs,
922,19,10/03/2024 03:00,Ball Arena,Denver Nuggets,Utah Jazz,
923,19,10/03/2024 03:00,Moda Center,Portland Trail Blazers,Toronto Raptors,
924,19,10/03/2024 19:00,Crypto.com Arena,LA Clippers,Milwaukee Bucks,
925,19,10/03/2024 22:00,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,
926,19,10/03/2024 22:00,Kaseya Center,Miami Heat,Washington Wizards,
927,19,10/03/2024 22:00,Madison Square Garden,New York Knicks,Philadelphia 76ers,
928,19,10/03/2024 22:00,Amway Center,Orlando Magic,Indiana Pacers,
929,19,10/03/2024 22:00,Golden 1 Center,Sacramento Kings,Houston Rockets,
930,19,10/03/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,
931,19,10/03/2024 23:00,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
932,19,11/03/2024 01:30,Crypto.com Arena,Los Angeles Lakers,Minnesota Timberwolves,
933,20,11/03/2024 23:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
934,20,11/03/2024 23:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Phoenix Suns,
935,20,12/03/2024 00:00,United Center,Chicago Bulls,Dallas Mavericks,
936,20,12/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Golden State Warriors,
937,20,12/03/2024 01:00,Ball Arena,Denver Nuggets,Toronto Raptors,
938,20,12/03/2024 02:30,Moda Center,Portland Trail Blazers,Boston Celtics,
939,20,12/03/2024 23:30,Madison Square Garden,New York Knicks,Philadelphia 76ers,
940,20,13/03/2024 00:00,FedExForum,Memphis Grizzlies,Washington Wizards,
941,20,13/03/2024 00:00,Paycom Center,Oklahoma City Thunder,Indiana Pacers,
942,20,13/03/2024 00:30,Frost Bank Center,San Antonio Spurs,Houston Rockets,
943,20,13/03/2024 01:00,Delta Center,Utah Jazz,Boston Celtics,
944,20,13/03/2024 02:00,Crypto.com Arena,LA Clippers,Minnesota Timberwolves,
945,20,13/03/2024 02:00,Golden 1 Center,Sacramento Kings,Milwaukee Bucks,
946,20,13/03/2024 23:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,
947,20,13/03/2024 23:00,Amway Center,Orlando Magic,Brooklyn Nets,
948,20,13/03/2024 23:30,Gainbridge Fieldhouse,Indiana Pacers,Chicago Bulls,
949,20,13/03/2024 23:30,Kaseya Center,Miami Heat,Denver Nuggets,
950,20,14/03/2024 00:00,FedExForum,Memphis Grizzlies,Charlotte Hornets,
951,20,14/03/2024 00:00,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,
952,20,14/03/2024 00:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,
953,20,14/03/2024 02:00,Moda Center,Portland Trail Blazers,Atlanta Hawks,
954,20,14/03/2024 02:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,
955,20,14/03/2024 23:30,TD Garden,Boston Celtics,Phoenix Suns,
956,20,15/03/2024 00:00,United Center,Chicago Bulls,LA Clippers,
957,20,15/03/2024 00:00,Toyota Center,Houston Rockets,Washington Wizards,
958,20,15/03/2024 00:00,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,
959,20,15/03/2024 02:00,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,
960,20,15/03/2024 02:00,Moda Center,Portland Trail Blazers,New York Knicks,
961,20,15/03/2024 23:00,Spectrum Center,Charlotte Hornets,Phoenix Suns,
962,20,15/03/2024 23:00,Little Caesars Arena,Detroit Pistons,Miami Heat,
963,20,15/03/2024 23:30,Scotiabank Arena,Toronto Raptors,Orlando Magic,
964,20,16/03/2024 00:00,Smoothie King Center,New Orleans Pelicans,LA Clippers,
965,20,16/03/2024 00:30,Moody Center,San Antonio Spurs,Denver Nuggets,
966,20,16/03/2024 01:30,Delta Center,Utah Jazz,Atlanta Hawks,
967,20,16/03/2024 21:00,Toyota Center,Houston Rockets,Cleveland Cavaliers,
968,20,16/03/2024 23:00,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,
969,20,16/03/2024 23:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,
970,20,16/03/2024 23:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,
971,20,17/03/2024 00:00,United Center,Chicago Bulls,Washington Wizards,
972,20,17/03/2024 00:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,
973,20,17/03/2024 00:30,Crypto.com Arena,Los Angeles Lakers,Golden State Warriors,
974,20,17/03/2024 01:30,Delta Center,Utah Jazz,Minnesota Timberwolves,
975,20,17/03/2024 02:00,Golden 1 Center,Sacramento Kings,New York Knicks,
976,20,17/03/2024 17:00,Fiserv Forum,Milwaukee Bucks,Phoenix Suns,
977,20,17/03/2024 19:00,Little Caesars Arena,Detroit Pistons,Miami Heat,
978,20,17/03/2024 19:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,
979,20,17/03/2024 22:00,Amway Center,Orlando Magic,Toronto Raptors,
980,20,17/03/2024 22:00,Capital One Arena,Washington Wizards,Boston Celtics,
981,20,17/03/2024 23:00,Moody Center,San Antonio Spurs,Brooklyn Nets,
982,20,18/03/2024 01:30,Crypto.com Arena,LA Clippers,Atlanta Hawks,
983,21,18/03/2024 23:00,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,
984,21,18/03/2024 23:30,TD Garden,Boston Celtics,Detroit Pistons,
985,21,18/03/2024 23:30,Wells Fargo Center,Philadelphia 76ers,Miami Heat,
986,21,19/03/2024 00:00,United Center,Chicago Bulls,Portland Trail Blazers,
987,21,19/03/2024 01:00,Delta Center,Utah Jazz,Minnesota Timberwolves,
988,21,19/03/2024 02:00,Chase Center,Golden State Warriors,New York Knicks,
989,21,19/03/2024 02:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,
990,21,19/03/2024 02:30,Crypto.com Arena,Los Angeles Lakers,Atlanta Hawks,
991,21,19/03/2024 23:00,Amway Center,Orlando Magic,Charlotte Hornets,
992,21,19/03/2024 23:00,Capital One Arena,Washington Wizards,Houston Rockets,
993,21,19/03/2024 23:30,Barclays Center,Brooklyn Nets,New Orleans Pelicans,
994,21,20/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Dallas Mavericks,
995,21,20/03/2024 01:00,Target Center,Minnesota Timberwolves,Denver Nuggets,
996,21,20/03/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Miami Heat,
997,21,20/03/2024 23:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,
998,21,20/03/2024 23:30,TD Garden,Boston Celtics,Milwaukee Bucks,
999,21,20/03/2024 23:30,Scotiabank Arena,Toronto Raptors,Sacramento Kings,
1000,21,21/03/2024 00:00,Paycom Center,Oklahoma City Thunder,Utah Jazz,
1001,21,21/03/2024 02:00,Chase Center,Golden State Warriors,Memphis Grizzlies,
1002,21,21/03/2024 02:00,Footprint Center,Phoenix Suns,Philadelphia 76ers,
1003,21,21/03/2024 02:00,Moda Center,Portland Trail Blazers,LA Clippers,
1004,21,21/03/2024 23:00,Amway Center,Orlando Magic,New Orleans Pelicans,
1005,21,21/03/2024 23:00,Capital One Arena,Washington Wizards,Sacramento Kings,
1006,21,22/03/2024 00:00,Toyota Center,Houston Rockets,Chicago Bulls,
1007,21,22/03/2024 00:00,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,
1008,21,22/03/2024 00:30,American Airlines Center,Dallas Mavericks,Utah Jazz,
1009,21,22/03/2024 01:00,Ball Arena,Denver Nuggets,New York Knicks,
1010,21,22/03/2024 02:30,Footprint Center,Phoenix Suns,Atlanta Hawks,
1011,21,22/03/2024 23:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,
1012,21,22/03/2024 23:00,Scotiabank Arena,Toronto Raptors,Oklahoma City Thunder,
1013,21,23/03/2024 00:00,Kaseya Center,Miami Heat,New Orleans Pelicans,
1014,21,23/03/2024 00:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,
1015,21,23/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Memphis Grizzlies,
1016,21,23/03/2024 02:00,Chase Center,Golden State Warriors,Indiana Pacers,
1017,21,23/03/2024 02:00,Moda Center,Portland Trail Blazers,LA Clippers,
1018,21,23/03/2024 02:30,Crypto.com Arena,Los Angeles Lakers,Philadelphia 76ers,
1019,21,23/03/2024 17:00,Madison Square Garden,New York Knicks,Brooklyn Nets,
1020,21,23/03/2024 23:00,Amway Center,Orlando Magic,Sacramento Kings,
1021,21,23/03/2024 23:30,State Farm Arena,Atlanta Hawks,Charlotte Hornets,
1022,21,24/03/2024 00:00,Capital One Arena,Washington Wizards,Toronto Raptors,
1023,21,24/03/2024 00:00,United Center,Chicago Bulls,Boston Celtics,
1024,21,24/03/2024 00:00,Toyota Center,Houston Rockets,Utah Jazz,
1025,21,24/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Phoenix Suns,
1026,21,24/03/2024 02:00,Moda Center,Portland Trail Blazers,Denver Nuggets,
1027,21,24/03/2024 19:00,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,
1028,21,24/03/2024 19:30,Crypto.com Arena,LA Clippers,Philadelphia 76ers,
1029,21,24/03/2024 22:00,Kaseya Center,Miami Heat,Cleveland Cavaliers,
1030,21,24/03/2024 23:00,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,
1031,21,24/03/2024 23:00,Target Center,Minnesota Timberwolves,Golden State Warriors,
1032,21,25/03/2024 02:00,Crypto.com Arena,Los Angeles Lakers,Indiana Pacers,
1033,22,25/03/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,
1034,22,25/03/2024 23:30,State Farm Arena,Atlanta Hawks,Boston Celtics,
1035,22,25/03/2024 23:30,Madison Square Garden,New York Knicks,Detroit Pistons,
1036,22,25/03/2024 23:30,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,
1037,22,26/03/2024 00:00,United Center,Chicago Bulls,Washington Wizards,
1038,22,26/03/2024 00:00,Toyota Center,Houston Rockets,Portland Trail Blazers,
1039,22,26/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Phoenix Suns,
1040,22,26/03/2024 01:00,Ball Arena,Denver Nuggets,Memphis Grizzlies,
1041,22,26/03/2024 01:00,Delta Center,Utah Jazz,Dallas Mavericks,
1042,22,26/03/2024 02:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,
1043,22,26/03/2024 02:30,Crypto.com Arena,LA Clippers,Indiana Pacers,
1044,22,26/03/2024 23:30,Kaseya Center,Miami Heat,Golden State Warriors,
1045,22,26/03/2024 23:30,Fiserv Forum,Milwaukee Bucks,Los Angeles Lakers,
1046,22,27/03/2024 00:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
1047,22,27/03/2024 02:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
1048,22,27/03/2024 23:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,
1049,22,27/03/2024 23:00,Amway Center,Orlando Magic,Golden State Warriors,
1050,22,27/03/2024 23:00,Capital One Arena,Washington Wizards,Brooklyn Nets,
1051,22,27/03/2024 23:30,State Farm Arena,Atlanta Hawks,Portland Trail Blazers,
1052,22,27/03/2024 23:30,Wells Fargo Center,Philadelphia 76ers,LA Clippers,
1053,22,27/03/2024 23:30,Scotiabank Arena,Toronto Raptors,New York Knicks,
1054,22,28/03/2024 00:00,United Center,Chicago Bulls,Indiana Pacers,
1055,22,28/03/2024 00:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,
1056,22,28/03/2024 00:00,Target Center,Minnesota Timberwolves,Detroit Pistons,
1057,22,28/03/2024 00:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,
1058,22,28/03/2024 01:00,Delta Center,Utah Jazz,San Antonio Spurs,
1059,22,28/03/2024 02:00,Ball Arena,Denver Nuggets,Phoenix Suns,
1060,22,28/03/2024 23:30,State Farm Arena,Atlanta Hawks,Boston Celtics,
1061,22,29/03/2024 00:00,Smoothie King Center,New Orleans Pelicans,Milwaukee Bucks,
1062,22,29/03/2024 23:00,Spectrum Center,Charlotte Hornets,Golden State Warriors,
1063,22,29/03/2024 23:00,Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,
1064,22,29/03/2024 23:00,Amway Center,Orlando Magic,LA Clippers,
1065,22,29/03/2024 23:00,Capital One Arena,Washington Wizards,Detroit Pistons,
1066,22,29/03/2024 23:30,Barclays Center,Brooklyn Nets,Chicago Bulls,
1067,22,29/03/2024 23:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,
1068,22,30/03/2024 00:00,Kaseya Center,Miami Heat,Portland Trail Blazers,
1069,22,30/03/2024 00:00,Paycom Center,Oklahoma City Thunder,Phoenix Suns,
1070,22,30/03/2024 00:00,Frost Bank Center,San Antonio Spurs,New York Knicks,
1071,22,30/03/2024 01:00,Ball Arena,Denver Nuggets,Minnesota Timberwolves,
1072,22,30/03/2024 01:30,Delta Center,Utah Jazz,Houston Rockets,
1073,22,30/03/2024 02:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
1074,22,30/03/2024 21:00,Smoothie King Center,New Orleans Pelicans,Boston Celtics,
1075,22,30/03/2024 23:00,Amway Center,Orlando Magic,Memphis Grizzlies,
1076,22,30/03/2024 23:30,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,
1077,22,31/03/2024 19:30,Ball Arena,Denver Nuggets,Cleveland Cavaliers,
1078,22,31/03/2024 22:00,Barclays Center,Brooklyn Nets,Los Angeles Lakers,
1079,22,31/03/2024 22:00,Spectrum Center,Charlotte Hornets,LA Clippers,
1080,22,31/03/2024 22:00,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,
1081,22,31/03/2024 22:00,Capital One Arena,Washington Wizards,Miami Heat,
1082,22,31/03/2024 23:00,Madison Square Garden,New York Knicks,Oklahoma City Thunder,
1083,22,31/03/2024 23:00,Toyota Center,Houston Rockets,Dallas Mavericks,
1084,22,31/03/2024 23:00,Target Center,Minnesota Timberwolves,Chicago Bulls,
1085,22,31/03/2024 23:00,Frost Bank Center,San Antonio Spurs,Golden State Warriors,
1086,22,01/04/2024 01:00,Golden 1 Center,Sacramento Kings,Utah Jazz,
1087,23,01/04/2024 23:00,Spectrum Center,Charlotte Hornets,Boston Celtics,
1088,23,01/04/2024 23:00,Little Caesars Arena,Detroit Pistons,Memphis Grizzlies,
1089,23,01/04/2024 23:00,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,
1090,23,01/04/2024 23:00,Amway Center,Orlando Magic,Portland Trail Blazers,
1091,23,02/04/2024 00:00,United Center,Chicago Bulls,Atlanta Hawks,
1092,23,02/04/2024 00:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,
1093,23,02/04/2024 23:00,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,
1094,23,02/04/2024 23:00,Scotiabank Arena,Toronto Raptors,Los Angeles Lakers,
1095,23,02/04/2024 23:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,
1096,23,02/04/2024 23:30,Kaseya Center,Miami Heat,New York Knicks,
1097,23,02/04/2024 23:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,
1098,23,03/04/2024 00:00,Target Center,Minnesota Timberwolves,Houston Rockets,
1099,23,03/04/2024 01:00,Ball Arena,Denver Nuggets,San Antonio Spurs,
1100,23,03/04/2024 01:00,Delta Center,Utah Jazz,Cleveland Cavaliers,
1101,23,03/04/2024 02:00,Golden 1 Center,Sacramento Kings,LA Clippers,
1102,23,03/04/2024 23:00,Spectrum Center,Charlotte Hornets,Portland Trail Blazers,
1103,23,03/04/2024 23:00,Capital One Arena,Washington Wizards,Los Angeles Lakers,
1104,23,03/04/2024 23:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,
1105,23,03/04/2024 23:30,TD Garden,Boston Celtics,Oklahoma City Thunder,
1106,23,03/04/2024 23:30,Barclays Center,Brooklyn Nets,Indiana Pacers,
1107,23,03/04/2024 23:30,Fiserv Forum,Milwaukee Bucks,Memphis Grizzlies,
1108,23,04/04/2024 00:00,Target Center,Minnesota Timberwolves,Toronto Raptors,
1109,23,04/04/2024 00:00,Smoothie King Center,New Orleans Pelicans,Orlando Magic,
1110,23,04/04/2024 02:00,Footprint Center,Phoenix Suns,Cleveland Cavaliers,
1111,23,04/04/2024 23:30,Kaseya Center,Miami Heat,Philadelphia 76ers,
1112,23,04/04/2024 23:30,Madison Square Garden,New York Knicks,Sacramento Kings,
1113,23,05/04/2024 00:00,Toyota Center,Houston Rockets,Golden State Warriors,
1114,23,05/04/2024 02:00,Crypto.com Arena,LA Clippers,Denver Nuggets,
1115,23,05/04/2024 23:00,Spectrum Center,Charlotte Hornets,Orlando Magic,
1116,23,05/04/2024 23:00,Gainbridge Fieldhouse,Indiana Pacers,Oklahoma City Thunder,
1117,23,05/04/2024 23:00,Capital One Arena,Washington Wizards,Portland Trail Blazers,
1118,23,05/04/2024 23:30,TD Garden,Boston Celtics,Sacramento Kings,
1119,23,06/04/2024 00:00,United Center,Chicago Bulls,New York Knicks,
1120,23,06/04/2024 00:00,Toyota Center,Houston Rockets,Miami Heat,
1121,23,06/04/2024 00:00,FedExForum,Memphis Grizzlies,Detroit Pistons,
1122,23,06/04/2024 00:00,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,
1123,23,06/04/2024 00:00,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,
1124,23,06/04/2024 00:30,American Airlines Center,Dallas Mavericks,Atlanta Hawks,
1125,23,06/04/2024 02:00,Footprint Center,Phoenix Suns,Minnesota Timberwolves,
1126,23,06/04/2024 02:30,Crypto.com Arena,LA Clippers,Utah Jazz,
1127,23,06/04/2024 19:30,Crypto.com Arena,Los Angeles Lakers,Cleveland Cavaliers,
1128,23,06/04/2024 23:00,Barclays Center,Brooklyn Nets,Detroit Pistons,
1129,23,07/04/2024 00:00,FedExForum,Memphis Grizzlies,Philadelphia 76ers,
1130,23,07/04/2024 01:00,Ball Arena,Denver Nuggets,Atlanta Hawks,
1131,23,07/04/2024 19:30,American Airlines Center,Dallas Mavericks,Houston Rockets,
1132,23,07/04/2024 19:30,Crypto.com Arena,LA Clippers,Cleveland Cavaliers,
1133,23,07/04/2024 21:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,
1134,23,07/04/2024 22:00,TD Garden,Boston Celtics,Portland Trail Blazers,
1135,23,07/04/2024 22:00,Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,
1136,23,07/04/2024 22:00,Amway Center,Orlando Magic,Chicago Bulls,
1137,23,07/04/2024 22:00,Scotiabank Arena,Toronto Raptors,Washington Wizards,
1138,23,07/04/2024 22:00,Footprint Center,Phoenix Suns,New Orleans Pelicans,
1139,23,07/04/2024 23:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,
1140,23,07/04/2024 23:00,Frost Bank Center,San Antonio Spurs,Philadelphia 76ers,
1141,23,07/04/2024 23:30,Barclays Center,Brooklyn Nets,Sacramento Kings,
1142,23,08/04/2024 00:30,Chase Center,Golden State Warriors,Utah Jazz,
1143,23,08/04/2024 02:00,Crypto.com Arena,Los Angeles Lakers,Minnesota Timberwolves,
1144,24,09/04/2024 23:00,Spectrum Center,Charlotte Hornets,Dallas Mavericks,
1145,24,09/04/2024 23:00,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,
1146,24,09/04/2024 23:00,Scotiabank Arena,Toronto Raptors,Indiana Pacers,
1147,24,09/04/2024 23:30,State Farm Arena,Atlanta Hawks,Miami Heat,
1148,24,09/04/2024 23:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,
1149,24,10/04/2024 00:00,United Center,Chicago Bulls,New York Knicks,
1150,24,10/04/2024 00:00,Toyota Center,Houston Rockets,Orlando Magic,
1151,24,10/04/2024 00:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,
1152,24,10/04/2024 00:00,Target Center,Minnesota Timberwolves,Washington Wizards,
1153,24,10/04/2024 00:00,Paycom Center,Oklahoma City Thunder,Sacramento Kings,
1154,24,10/04/2024 01:00,Delta Center,Utah Jazz,Denver Nuggets,
1155,24,10/04/2024 02:00,Crypto.com Arena,Los Angeles Lakers,Golden State Warriors,
1156,24,10/04/2024 02:00,Footprint Center,Phoenix Suns,LA Clippers,
1157,24,10/04/2024 02:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,
1158,24,10/04/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Memphis Grizzlies,
1159,24,10/04/2024 23:30,State Farm Arena,Atlanta Hawks,Charlotte Hornets,
1160,24,10/04/2024 23:30,Barclays Center,Brooklyn Nets,Toronto Raptors,
1161,24,10/04/2024 23:30,Kaseya Center,Miami Heat,Dallas Mavericks,
1162,24,11/04/2024 00:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,
1163,24,11/04/2024 00:00,Paycom Center,Oklahoma City Thunder,San Antonio Spurs,
1164,24,11/04/2024 02:00,Ball Arena,Denver Nuggets,Minnesota Timberwolves,
1165,24,11/04/2024 02:30,Crypto.com Arena,LA Clippers,Phoenix Suns,
1166,24,11/04/2024 23:00,Little Caesars Arena,Detroit Pistons,Chicago Bulls,
1167,24,11/04/2024 23:30,TD Garden,Boston Celtics,New York Knicks,
1168,24,12/04/2024 01:00,Delta Center,Utah Jazz,Houston Rockets,
1169,24,12/04/2024 02:00,Moda Center,Portland Trail Blazers,Golden State Warriors,
1170,24,12/04/2024 02:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,
1171,24,12/04/2024 23:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,
1172,24,12/04/2024 23:00,Capital One Arena,Washington Wizards,Chicago Bulls,
1173,24,12/04/2024 23:30,TD Garden,Boston Celtics,Charlotte Hornets,
1174,24,12/04/2024 23:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,
1175,24,12/04/2024 23:30,Madison Square Garden,New York Knicks,Brooklyn Nets,
1176,24,13/04/2024 00:00,Kaseya Center,Miami Heat,Toronto Raptors,
1177,24,13/04/2024 00:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,
1178,24,13/04/2024 00:00,Target Center,Minnesota Timberwolves,Atlanta Hawks,
1179,24,13/04/2024 00:00,Paycom Center,Oklahoma City Thunder,Milwaukee Bucks,
1180,24,13/04/2024 00:00,Frost Bank Center,San Antonio Spurs,Denver Nuggets,
1181,24,13/04/2024 00:30,American Airlines Center,Dallas Mavericks,Detroit Pistons,
1182,24,13/04/2024 02:00,Chase Center,Golden State Warriors,New Orleans Pelicans,
1183,24,13/04/2024 02:00,Moda Center,Portland Trail Blazers,Houston Rockets,
1184,24,13/04/2024 02:30,Crypto.com Arena,LA Clippers,Utah Jazz,
1185,24,13/04/2024 02:30,Golden 1 Center,Sacramento Kings,Phoenix Suns,
1186,24,14/04/2024 17:00,TD Garden,Boston Celtics,Washington Wizards,
1187,24,14/04/2024 17:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,
1188,24,14/04/2024 17:00,Gainbridge Fieldhouse,Indiana Pacers,Atlanta Hawks,
1189,24,14/04/2024 17:00,Kaseya Center,Miami Heat,Toronto Raptors,
1190,24,14/04/2024 17:00,Madison Square Garden,New York Knicks,Chicago Bulls,
1191,24,14/04/2024 17:00,Amway Center,Orlando Magic,Milwaukee Bucks,
1192,24,14/04/2024 17:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,
1193,24,14/04/2024 19:30,FedExForum,Memphis Grizzlies,Denver Nuggets,
1194,24,14/04/2024 19:30,Target Center,Minnesota Timberwolves,Phoenix Suns,
1195,24,14/04/2024 19:30,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,
1196,24,14/04/2024 19:30,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,
1197,24,14/04/2024 19:30,Frost Bank Center,San Antonio Spurs,Detroit Pistons,
1198,24,14/04/2024 19:30,Chase Center,Golden State Warriors,Utah Jazz,
1199,24,14/04/2024 19:30,Crypto.com Arena,LA Clippers,Houston Rockets,
1200,24,14/04/2024 19:30,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,
